name,version,license,repository
keccak,0.1.6,Apache-2.0 OR MIT,https://github.com/RustCrypto/sponges/tree/master/keccak
keyring-core,1.0.0,MIT OR Apache-2.0,https://github.com/open-source-cooperative/keyring-core.git
konst,0.2.20,Zlib,https://github.com/rodrimati1992/konst/
konst_macro_rules,0.2.19,Zlib,https://github.com/rodrimati1992/konst/
lazy_static,1.5.0,MIT OR Apache-2.0,https://github.com/rust-lang-nursery/lazy-static.rs
libc,0.2.189,MIT OR Apache-2.0,https://github.com/rust-lang/libc
libp2p-identity,0.2.14,MIT,https://github.com/libp2p/rust-libp2p
libredox,0.1.12,MIT,https://gitlab.redox-os.org/redox-os/libredox.git
linux-raw-sys,0.12.1,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/sunfishcode/linux-raw-sys
litemap,0.8.2,Unicode-3.0,https://github.com/unicode-org/icu4x
litrs,1.0.0,MIT OR Apache-2.0,https://github.com/LukasKalbertodt/litrs
log,0.4.33,MIT OR Apache-2.0,https://github.com/rust-lang/log
log4rs,1.4.0,MIT OR Apache-2.0,https://github.com/estk/log4rs
lru-slab,0.1.2,MIT OR Apache-2.0 OR Zlib,https://github.com/Ralith/lru-slab
match-lookup,0.1.2,MIT,https://github.com/mriise/smol-base-x
memchr,2.8.3,Unlicense OR MIT,https://github.com/BurntSushi/memchr
merlin,3.0.0,MIT,https://github.com/zkcrypto/merlin
mime,0.3.17,MIT OR Apache-2.0,https://github.com/hyperium/mime
minicbor,2.3.0,BlueOak-1.0.0,https://github.com/twittner/minicbor
minicbor-derive,0.19.5,BlueOak-1.0.0,https://github.com/twittner/minicbor
minimal-lexical,0.2.1,MIT/Apache-2.0,https://github.com/Alexhuszagh/minimal-lexical
mio,1.2.2,MIT,https://github.com/tokio-rs/mio
mock_instant,0.6.1,0BSD,https://github.com/museun/mock_instant
multiaddr,0.18.2,MIT,https://github.com/multiformats/rust-multiaddr
multibase,0.9.3,MIT,https://github.com/multiformats/rust-multibase
multihash,0.19.5,MIT,https://github.com/multiformats/rust-multihash
newtype-ops,0.1.5,WTFPL,https://github.com/ExpHP/newtype-ops
nom,7.1.3,MIT,https://github.com/Geal/nom
num-bigint,0.4.8,MIT OR Apache-2.0,https://github.com/rust-num/num-bigint
num-conv,0.2.2,MIT OR Apache-2.0,https://github.com/jhpratt/num-conv
num-integer,0.1.46,MIT OR Apache-2.0,https://github.com/rust-num/num-integer
num-traits,0.2.19,MIT OR Apache-2.0,https://github.com/rust-num/num-traits
oid-registry,0.7.1,MIT OR Apache-2.0,https://github.com/rusticata/oid-registry.git
once_cell,1.21.4,MIT OR Apache-2.0,https://github.com/matklad/once_cell
ootle-network,0.2.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
ootle_byte_type,0.12.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
ootle_serde,0.5.0,BSD-3-Clause,https://github.com/tari-project/tari-ootle
opaque-debug,0.3.1,MIT OR Apache-2.0,https://github.com/RustCrypto/utils
openssl,0.10.81,Apache-2.0,https://github.com/rust-openssl/rust-openssl
openssl-macros,0.1.1,MIT/Apache-2.0,
openssl-probe,0.2.0,MIT/Apache-2.0,https://github.com/alexcrichton/openssl-probe
openssl-sys,0.9.117,MIT,https://github.com/rust-openssl/rust-openssl
ordered-float,2.10.1,MIT,https://github.com/reem/rust-ordered-float
parity-scale-codec,3.7.5,Apache-2.0,https://github.com/paritytech/parity-scale-codec
parity-scale-codec-derive,3.7.5,Apache-2.0,https://github.com/paritytech/parity-scale-codec
password-hash,0.5.0,MIT OR Apache-2.0,https://github.com/RustCrypto/traits/tree/master/password-hash
password-hash,0.6.1,MIT OR Apache-2.0,https://github.com/RustCrypto/traits
passwords,3.1.18,MIT,https://github.com/magiclen/passwords
pastey,0.1.1,MIT OR Apache-2.0,https://github.com/as1100k/pastey
path-clean,0.1.0,MIT OR Apache-2.0,https://github.com/danreeves/path-clean
pathdiff,0.2.3,MIT/Apache-2.0,https://github.com/Manishearth/pathdiff
percent-encoding,2.3.2,MIT OR Apache-2.0,https://github.com/servo/rust-url/
phc,0.6.1,Apache-2.0 OR MIT,https://github.com/RustCrypto/formats
pin-project-lite,0.2.17,Apache-2.0 OR MIT,https://github.com/taiki-e/pin-project-lite
pkg-config,0.3.33,MIT OR Apache-2.0,https://github.com/rust-lang/pkg-config-rs
poly1305,0.8.0,Apache-2.0 OR MIT,https://github.com/RustCrypto/universal-hashes
poly1305,0.9.1,Apache-2.0 OR MIT,https://github.com/RustCrypto/universal-hashes
portable-atomic,1.14.0,Apache-2.0 OR MIT,https://github.com/taiki-e/portable-atomic
potential_utf,0.1.5,Unicode-3.0,https://github.com/unicode-org/icu4x
powerfmt,0.2.0,MIT OR Apache-2.0,https://github.com/jhpratt/powerfmt
ppv-lite86,0.2.21,MIT OR Apache-2.0,https://github.com/cryptocorrosion/cryptocorrosion
primitive-types,0.12.2,MIT OR Apache-2.0,
proc-macro-crate,3.5.0,MIT OR Apache-2.0,https://github.com/bkchr/proc-macro-crate
proc-macro2,1.0.107,MIT OR Apache-2.0,https://github.com/dtolnay/proc-macro2
prost,0.14.4,Apache-2.0,https://github.com/tokio-rs/prost
prost-derive,0.14.4,Apache-2.0,https://github.com/tokio-rs/prost
prost-types,0.14.4,Apache-2.0,https://github.com/tokio-rs/prost
psl-types,2.0.11,MIT/Apache-2.0,https://github.com/addr-rs/psl-types
publicsuffix,2.3.0,MIT/Apache-2.0,https://github.com/rushmorem/publicsuffix
quinn,0.11.11,MIT OR Apache-2.0,https://github.com/quinn-rs/quinn
quinn-proto,0.11.16,MIT OR Apache-2.0,https://github.com/quinn-rs/quinn
quinn-udp,0.5.15,MIT OR Apache-2.0,https://github.com/quinn-rs/quinn
quote,1.0.47,MIT OR Apache-2.0,https://github.com/dtolnay/quote
r-efi,5.3.0,MIT OR Apache-2.0 OR LGPL-2.1-or-later,https://github.com/r-efi/r-efi
r-efi,6.0.0,MIT OR Apache-2.0 OR LGPL-2.1-or-later,https://github.com/r-efi/r-efi
radium,0.7.0,MIT,https://github.com/bitvecto-rs/radium
rand,0.10.2,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand,0.8.7,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand,0.9.5,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_chacha,0.10.0,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_chacha,0.3.1,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_chacha,0.9.0,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_core,0.10.1,MIT OR Apache-2.0,https://github.com/rust-random/rand_core
rand_core,0.6.4,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_core,0.9.5,MIT OR Apache-2.0,https://github.com/rust-random/rand
rand_pcg,0.10.2,MIT OR Apache-2.0,https://github.com/rust-random/rngs
redox_users,0.4.6,MIT,https://gitlab.redox-os.org/redox-os/users
reqwest,0.13.4,MIT OR Apache-2.0,https://github.com/seanmonstar/reqwest
ring,0.17.14,Apache-2.0 AND ISC,https://github.com/briansmith/ring
rustc-hash,2.1.3,Apache-2.0 OR MIT,https://github.com/rust-lang/rustc-hash
rustc-hex,2.1.0,MIT/Apache-2.0,https://github.com/debris/rustc-hex
rustc_version,0.4.1,MIT OR Apache-2.0,https://github.com/djc/rustc-version-rs
rusticata-macros,4.1.0,MIT/Apache-2.0,https://github.com/rusticata/rusticata-macros.git
rustix,1.1.4,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,https://github.com/bytecodealliance/rustix
rustls,0.23.43,Apache-2.0 OR ISC OR MIT,https://github.com/rustls/rustls
rustls-native-certs,0.8.3,Apache-2.0 OR ISC OR MIT,https://github.com/rustls/rustls-native-certs
rustls-pki-types,1.15.1,MIT OR Apache-2.0,https://github.com/rustls/pki-types
rustls-platform-verifier,0.7.0,MIT OR Apache-2.0,https://github.com/rustls/rustls-platform-verifier
rustls-platform-verifier-android,0.1.1,MIT OR Apache-2.0,https://github.com/rustls/rustls-platform-verifier
rustls-webpki,0.103.13,ISC,https://github.com/rustls/webpki
rustversion,1.0.23,MIT OR Apache-2.0,https://github.com/dtolnay/rustversion
ryu,1.0.23,Apache-2.0 OR BSL-1.0,https://github.com/dtolnay/ryu
same-file,1.0.6,Unlicense/MIT,https://github.com/BurntSushi/same-file
schannel,0.1.29,MIT,https://github.com/steffengy/schannel-rs
security-framework,3.7.0,MIT OR Apache-2.0,https://github.com/kornelski/rust-security-framework
security-framework-sys,2.17.0,MIT OR Apache-2.0,https://github.com/kornelski/rust-security-framework
semver,1.0.28,MIT OR Apache-2.0,https://github.com/dtolnay/semver
serde,1.0.229,MIT OR Apache-2.0,https://github.com/serde-rs/serde
serde-value,0.7.0,MIT,https://github.com/arcnmx/serde-value
serde_cbor_2,0.13.0,MIT OR Apache-2.0,https://github.com/kanidm/cbor
serde_core,1.0.229,MIT OR Apache-2.0,https://github.com/serde-rs/serde
serde_derive,1.0.229,MIT OR Apache-2.0,https://github.com/serde-rs/serde
serde_json,1.0.151,MIT OR Apache-2.0,https://github.com/serde-rs/json
serde_spanned,0.6.9,MIT OR Apache-2.0,https://github.com/toml-rs/toml
serde_spanned,1.1.1,MIT OR Apache-2.0,https://github.com/toml-rs/toml
serde_urlencoded,0.7.1,MIT/Apache-2.0,https://github.com/nox/serde_urlencoded
serde_yaml,0.9.34+deprecated,MIT OR Apache-2.0,https://github.com/dtolnay/serde-yaml
sha2,0.10.9,MIT OR Apache-2.0,https://github.com/RustCrypto/hashes
sha2,0.11.0,MIT OR Apache-2.0,https://github.com/RustCrypto/hashes
sha3,0.10.9,MIT OR Apache-2.0,https://github.com/RustCrypto/hashes
shlex,2.0.1,MIT OR Apache-2.0,https://github.com/comex/rust-shlex
signature,3.0.0,Apache-2.0 OR MIT,https://github.com/RustCrypto/traits
simd_cesu8,1.1.1,Apache-2.0 OR MIT,https://github.com/seancroach/simd_cesu8
simdutf8,0.1.5,MIT OR Apache-2.0,https://github.com/rusticstuff/simdutf8
slab,0.4.12,MIT,https://github.com/tokio-rs/slab
smallvec,1.15.2,MIT OR Apache-2.0,https://github.com/servo/rust-smallvec
snafu,0.7.5,MIT OR Apache-2.0,https://github.com/shepmaster/snafu
snafu,0.8.9,MIT OR Apache-2.0,https://github.com/shepmaster/snafu
snafu-derive,0.7.5,MIT OR Apache-2.0,https://github.com/shepmaster/snafu
snafu-derive,0.8.9,MIT OR Apache-2.0,https://github.com/shepmaster/snafu
socket2,0.6.5,MIT OR Apache-2.0,https://github.com/rust-lang/socket2
stable_deref_trait,1.2.1,MIT OR Apache-2.0,https://github.com/storyyeller/stable_deref_trait
static_assertions,1.1.0,MIT OR Apache-2.0,https://github.com/nvzqz/static-assertions-rs
strum,0.22.0,MIT,https://github.com/Peternator7/strum
strum_macros,0.22.0,MIT,https://github.com/Peternator7/strum
subtle,2.6.1,BSD-3-Clause,https://github.com/dalek-cryptography/subtle
syn,1.0.109,MIT OR Apache-2.0,https://github.com/dtolnay/syn
syn,2.0.119,MIT OR Apache-2.0,https://github.com/dtolnay/syn
syn,3.0.3,MIT OR Apache-2.0,https://github.com/dtolnay/syn
sync_wrapper,1.0.2,Apache-2.0,https://github.com/Actyx/sync_wrapper
synstructure,0.13.2,MIT,https://github.com/mystor/synstructure
system-configuration,0.7.0,MIT OR Apache-2.0,https://github.com/mullvad/system-configuration-rs
system-configuration-sys,0.6.0,MIT OR Apache-2.0,https://github.com/mullvad/system-configuration-rs
tap,1.0.1,MIT,https://github.com/myrrlyn/tap
tari-cc-private-ballot-anchor,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-anchor-transport,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-archive,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ballot,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-cli,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-crypto,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-gui-core,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ootle-anchor-adapter,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ootle-anchor-app,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ootle-anchor-lifecycle-orchestrator,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ootle-anchor-network-adapters,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ootle-receipt-anchor-adapter,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-ootle-walletd-anchor-adapter,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-protocol,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-registry,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-tally,0.1.0,MIT OR Apache-2.0,
tari-cc-private-ballot-transport-gateway,0.1.0,MIT OR Apache-2.0,
